Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,facs_sort,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sequencing_method,source_name,SRA Study,strain,treatment
SRR3111103,RNA-Seq,51,271754520,PRJNA309383,SAMN04432360,102305707,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539415,Prox1+/Fos+,GSM2043346,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043346,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111104,RNA-Seq,51,280911468,PRJNA309383,SAMN04432361,105104934,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539416,Prox1+/Fos+,GSM2043347,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043347,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111105,RNA-Seq,51,276414186,PRJNA309383,SAMN04432362,104466313,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539417,Prox1+/Fos-,GSM2043348,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043348,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111106,RNA-Seq,51,295747776,PRJNA309383,SAMN04432364,115563856,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539418,Prox1+/Fos-,GSM2043349,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043349,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111107,RNA-Seq,51,288246900,PRJNA309383,SAMN04432365,109346016,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539419,Prox1+/Fos-,GSM2043350,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043350,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111108,RNA-Seq,51,278901660,PRJNA309383,SAMN04432366,105699536,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539420,Prox1+/Fos-,GSM2043351,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043351,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111109,RNA-Seq,51,288644343,PRJNA309383,SAMN04432367,108761755,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539421,Prox1+/Fos-,GSM2043352,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043352,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111110,RNA-Seq,51,263844114,PRJNA309383,SAMN04432368,100075787,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539422,Prox1+/Fos-,GSM2043353,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043353,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111111,RNA-Seq,51,284979432,PRJNA309383,SAMN04432369,107483277,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539423,Prox1+/Fos-,GSM2043354,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043354,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111112,RNA-Seq,51,312347205,PRJNA309383,SAMN04432370,117379337,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539424,Prox1+/Fos-,GSM2043355,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043355,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111113,RNA-Seq,51,292843989,PRJNA309383,SAMN04432371,109827230,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539425,Prox1+/Fos-,GSM2043356,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043356,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111114,RNA-Seq,51,293168349,PRJNA309383,SAMN04432372,110367950,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539426,Prox1+/Fos-,GSM2043357,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043357,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111115,RNA-Seq,51,265984125,PRJNA309383,SAMN04432373,100038441,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539427,Prox1+/Fos-,GSM2043358,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043358,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111116,RNA-Seq,51,272300220,PRJNA309383,SAMN04432374,102091965,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539428,Prox1+/Fos-,GSM2043359,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043359,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111117,RNA-Seq,51,183745758,PRJNA309383,SAMN04432375,75897678,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539429,Prox1+/Fos+,GSM2043360,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043360,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111118,RNA-Seq,51,261225621,PRJNA309383,SAMN04432376,101850211,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539430,Prox1+/Fos+,GSM2043361,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043361,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111119,RNA-Seq,51,299525193,PRJNA309383,SAMN04432377,123151709,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539431,Prox1+/Fos+,GSM2043362,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043362,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111120,RNA-Seq,51,219599370,PRJNA309383,SAMN04432378,90911578,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539432,Prox1+/Fos+,GSM2043363,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043363,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111121,RNA-Seq,51,128243784,PRJNA309383,SAMN04432379,50252221,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539433,Prox1+/Fos+,GSM2043364,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043364,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111122,RNA-Seq,51,219138585,PRJNA309383,SAMN04432380,82920685,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539434,Prox1+/Fos+,GSM2043365,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043365,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111123,RNA-Seq,51,171414876,PRJNA309383,SAMN04432383,71336891,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539435,Prox1+/Fos+,GSM2043366,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043366,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111124,RNA-Seq,51,237155559,PRJNA309383,SAMN04432384,95518332,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539436,Prox1+/Fos+,GSM2043367,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043367,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111125,RNA-Seq,51,309617022,PRJNA309383,SAMN04432385,117415589,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539437,Prox1+/Fos+,GSM2043368,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043368,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111126,RNA-Seq,51,318564870,PRJNA309383,SAMN04432386,119940876,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539438,Prox1+/Fos+,GSM2043369,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043369,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111127,RNA-Seq,51,240504168,PRJNA309383,SAMN04432254,96008534,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539439,Prox1+/Fos+,GSM2043370,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043370,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111128,RNA-Seq,51,243120519,PRJNA309383,SAMN04432255,91713336,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539440,Prox1+/Fos+,GSM2043371,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043371,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111129,RNA-Seq,51,349228263,PRJNA309383,SAMN04432381,139587205,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539441,Prox1+/Fos-,GSM2043372,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043372,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111130,RNA-Seq,51,252287616,PRJNA309383,SAMN04432382,108085883,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539442,Prox1+/Fos-,GSM2043373,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043373,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111131,RNA-Seq,51,221369988,PRJNA309383,SAMN04432256,84126491,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539443,Prox1+/Fos-,GSM2043374,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043374,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111132,RNA-Seq,51,164401815,PRJNA309383,SAMN04432257,71293342,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539444,Prox1+/Fos-,GSM2043375,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043375,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111133,RNA-Seq,51,200783379,PRJNA309383,SAMN04432258,78131087,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539445,Prox1+/Fos-,GSM2043376,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043376,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111134,RNA-Seq,51,151167009,PRJNA309383,SAMN04432259,64735872,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539446,Prox1+/Fos-,GSM2043377,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043377,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111135,RNA-Seq,51,125633961,PRJNA309383,SAMN04432260,48479697,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539447,Prox1+/Fos-,GSM2043378,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043378,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111136,RNA-Seq,51,297870855,PRJNA309383,SAMN04432261,112731358,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539448,Prox1+/Fos-,GSM2043379,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043379,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111137,RNA-Seq,51,303436026,PRJNA309383,SAMN04432262,113819528,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539449,Prox1+/Fos-,GSM2043380,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043380,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111138,RNA-Seq,51,262898472,PRJNA309383,SAMN04432263,98663004,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539450,Prox1+/Fos-,GSM2043381,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043381,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111139,RNA-Seq,51,257901441,PRJNA309383,SAMN04432264,96889410,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539451,Prox1+/Fos-,GSM2043382,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043382,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111140,RNA-Seq,51,233490444,PRJNA309383,SAMN04432265,89370853,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539452,Prox1+/Fos-,GSM2043383,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043383,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111141,RNA-Seq,51,268161264,PRJNA309383,SAMN04432266,99396153,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539453,Prox1+/Fos+,GSM2043384,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043384,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111142,RNA-Seq,51,233942814,PRJNA309383,SAMN04432387,86969724,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539454,Prox1+/Fos+,GSM2043385,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043385,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111143,RNA-Seq,51,248087154,PRJNA309383,SAMN04432388,92402344,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539455,Prox1+/Fos+,GSM2043386,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043386,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111144,RNA-Seq,51,202663647,PRJNA309383,SAMN04432389,76382484,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539456,Prox1+/Fos+,GSM2043387,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043387,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111145,RNA-Seq,51,265303632,PRJNA309383,SAMN04432390,98363845,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539457,Prox1+/Fos+,GSM2043388,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043388,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111146,RNA-Seq,51,293570076,PRJNA309383,SAMN04432391,108115617,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539458,Prox1+/Fos+,GSM2043389,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043389,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111147,RNA-Seq,51,167391690,PRJNA309383,SAMN04432392,69346572,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539459,Prox1+/Fos+,GSM2043390,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043390,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111148,RNA-Seq,51,266577714,PRJNA309383,SAMN04432393,100165344,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539460,Prox1+/Fos+,GSM2043391,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043391,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111149,RNA-Seq,51,271832244,PRJNA309383,SAMN04432394,102313195,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539461,Prox1+/Fos+,GSM2043392,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043392,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111150,RNA-Seq,51,236911371,PRJNA309383,SAMN04432395,89527279,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539462,Prox1+/Fos+,GSM2043393,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043393,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111151,RNA-Seq,51,218203500,PRJNA309383,SAMN04432396,82887076,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539463,Prox1+/Fos+,GSM2043394,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043394,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111152,RNA-Seq,51,209027529,PRJNA309383,SAMN04432397,78376636,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539464,Prox1+/Fos+,GSM2043395,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043395,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111153,RNA-Seq,51,246851424,PRJNA309383,SAMN04432398,91860119,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539465,Prox1+/Fos-,GSM2043396,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043396,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111154,RNA-Seq,51,309916137,PRJNA309383,SAMN04432399,116852215,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539466,Prox1+/Fos-,GSM2043397,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043397,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111155,RNA-Seq,51,338077470,PRJNA309383,SAMN04432400,124770062,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539467,Prox1+/Fos-,GSM2043398,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043398,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111156,RNA-Seq,51,220507782,PRJNA309383,SAMN04432401,98994185,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539468,Prox1+/Fos-,GSM2043399,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043399,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111157,RNA-Seq,51,311924007,PRJNA309383,SAMN04432410,115429759,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539469,Prox1+/Fos-,GSM2043400,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043400,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111158,RNA-Seq,51,232923477,PRJNA309383,SAMN04432411,87102815,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539470,Prox1+/Fos-,GSM2043401,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043401,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
SRR3111159,RNA-Seq,51,211708650,PRJNA309383,SAMN04432402,93136342,dentate granule cell,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1539471,Prox1+/Fos-,GSM2043402,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-04-17T00:00:00Z,GSM2043402,single-nuclei RNA-seq,DGC_novel environment_single-nuclei,SRP068706,C57BL/6,novel environment
