Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR12030342,RNA-Seq,200,1336165000,PRJNA639859,SAMN15286248,424641361,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8560321,GSM4620939,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620939,m3_Fear-Only,SRP267579
SRR12030344,RNA-Seq,200,1180892400,PRJNA639859,SAMN15286281,381176790,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8560323,GSM4620941,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620941,m3_Fear-Only,SRP267579
SRR12030346,RNA-Seq,200,249783800,PRJNA639859,SAMN15286279,79291692,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8560325,GSM4620943,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620943,m3_Fear-Only,SRP267579
SRR12030348,RNA-Seq,200,895172000,PRJNA639859,SAMN15286277,289413774,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8560327,GSM4620945,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620945,m3_Fear-Only,SRP267579
SRR12030350,RNA-Seq,200,417809800,PRJNA639859,SAMN15286286,133229397,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8560329,GSM4620947,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620947,m3_Fear-Only,SRP267579
SRR12030352,RNA-Seq,200,1389172200,PRJNA639859,SAMN15286284,444032051,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8560331,GSM4620949,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620949,m3_Fear-Only,SRP267579
SRR12030354,RNA-Seq,200,392458600,PRJNA639859,SAMN15286282,125284253,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8560563,GSM4620951,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620951,m3_Fear-Only,SRP267579
SRR12030356,RNA-Seq,200,841561800,PRJNA639859,SAMN15286209,268667787,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8560565,GSM4620953,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620953,m3_Fear-Only,SRP267579
SRR12030358,RNA-Seq,200,512702400,PRJNA639859,SAMN15286207,160503573,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8560567,GSM4620955,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620955,m3_Fear-Only,SRP267579
SRR12030360,RNA-Seq,200,192820400,PRJNA639859,SAMN15286205,61640634,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8560569,GSM4620957,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620957,m3_Fear-Only,SRP267579
SRR12030361,RNA-Seq,200,272192000,PRJNA639859,SAMN15286204,86053111,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SRX8560570,GSM4620958,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620958,m3_Fear-Only,SRP267579
SRR12030364,RNA-Seq,200,379334200,PRJNA639859,SAMN15286201,124905105,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",SRX8560573,GSM4620961,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620961,m3_Fear-Only,SRP267579
SRR12030366,RNA-Seq,200,328197400,PRJNA639859,SAMN15286306,106403141,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8560575,GSM4620963,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620963,m3_Fear-Only,SRP267579
SRR12030368,RNA-Seq,200,79832000,PRJNA639859,SAMN15286304,26097360,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX8560577,GSM4620965,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620965,m3_Fear-Only,SRP267579
SRR12030371,RNA-Seq,200,373838400,PRJNA639859,SAMN15286301,118001506,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8560580,GSM4620968,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620968,m3_Fear-Only,SRP267579
SRR12030372,RNA-Seq,200,236537200,PRJNA639859,SAMN15286300,75037912,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8560581,GSM4620969,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620969,m3_Fear-Only,SRP267579
SRR12030374,RNA-Seq,200,365992000,PRJNA639859,SAMN15286298,114690640,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8560583,GSM4620971,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4620971,m3_Fear-Only,SRP267579
SRR12030376,RNA-Seq,200,519539400,PRJNA639859,SAMN15285486,155958739,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX8558477,GSM4621943,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621943,m5_Fear-Only,SRP267579
SRR12030378,RNA-Seq,200,489285800,PRJNA639859,SAMN15285484,147788718,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8558479,GSM4621945,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621945,m5_Fear-Only,SRP267579
SRR12030379,RNA-Seq,200,358031000,PRJNA639859,SAMN15285483,108896241,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8558480,GSM4621946,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621946,m5_Fear-Only,SRP267579
SRR12030380,RNA-Seq,200,360382000,PRJNA639859,SAMN15285482,106375328,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",SRX8558481,GSM4621947,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621947,m5_Fear-Only,SRP267579
SRR12030382,RNA-Seq,200,350592600,PRJNA639859,SAMN15285480,105558219,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8558483,GSM4621949,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621949,m5_Fear-Only,SRP267579
SRR12030388,RNA-Seq,200,519823200,PRJNA639859,SAMN15285476,159557650,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8558489,GSM4621955,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621955,m5_Fear-Only,SRP267579
SRR12030390,RNA-Seq,200,486984800,PRJNA639859,SAMN15286659,145111894,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",SRX8558491,GSM4621957,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621957,m5_Fear-Only,SRP267579
SRR12030391,RNA-Seq,200,275740400,PRJNA639859,SAMN15286658,83018834,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8558492,GSM4621958,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621958,m5_Fear-Only,SRP267579
SRR12030393,RNA-Seq,200,180170600,PRJNA639859,SAMN15286656,53712776,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX8558494,GSM4621960,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621960,m5_Fear-Only,SRP267579
SRR12030394,RNA-Seq,200,86805800,PRJNA639859,SAMN15286655,25627589,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8558495,GSM4621961,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621961,m5_Fear-Only,SRP267579
SRR12030396,RNA-Seq,200,572238600,PRJNA639859,SAMN15286653,173478004,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX8558497,GSM4621963,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621963,m5_Fear-Only,SRP267579
SRR12030397,RNA-Seq,200,485471600,PRJNA639859,SAMN15286652,145199095,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8558498,GSM4621964,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621964,m5_Fear-Only,SRP267579
SRR12030398,RNA-Seq,200,345747400,PRJNA639859,SAMN15286651,103999330,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8558499,GSM4621965,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621965,m5_Fear-Only,SRP267579
SRR12030400,RNA-Seq,200,657275200,PRJNA639859,SAMN15286649,197816685,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX8558501,GSM4621967,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621967,m5_Fear-Only,SRP267579
SRR12030402,RNA-Seq,200,376975400,PRJNA639859,SAMN15286647,114160725,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8558503,GSM4621969,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621969,m5_Fear-Only,SRP267579
SRR12030405,RNA-Seq,200,388902000,PRJNA639859,SAMN15286644,126017356,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8558506,GSM4621972,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621972,m5_Fear-Only,SRP267579
SRR12030408,RNA-Seq,200,197713600,PRJNA639859,SAMN15286641,62551303,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",SRX8560365,GSM4621975,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621975,m5_Fear-Only,SRP267579
SRR12030409,RNA-Seq,200,165291600,PRJNA639859,SAMN15286640,50578044,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",SRX8560366,GSM4621976,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621976,m5_Fear-Only,SRP267579
SRR12030411,RNA-Seq,200,468087600,PRJNA639859,SAMN15286638,140907400,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8560368,GSM4621978,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621978,m5_Fear-Only,SRP267579
SRR12030413,RNA-Seq,200,663942200,PRJNA639859,SAMN15286634,199393514,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8560370,GSM4621980,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621980,m5_Fear-Only,SRP267579
SRR12030415,RNA-Seq,200,121525200,PRJNA639859,SAMN15286632,36898868,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8560372,GSM4621982,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621982,m5_Fear-Only,SRP267579
SRR12030417,RNA-Seq,200,592376000,PRJNA639859,SAMN15286635,178973232,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8560374,GSM4621984,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621984,m5_Fear-Only,SRP267579
SRR12030419,RNA-Seq,200,460038400,PRJNA639859,SAMN15286750,138027549,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8560376,GSM4621986,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621986,m5_Fear-Only,SRP267579
SRR12030421,RNA-Seq,200,58251000,PRJNA639859,SAMN15286748,20348206,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8560378,GSM4621988,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621988,m5_Fear-Only,SRP267579
SRR12030423,RNA-Seq,200,543614000,PRJNA639859,SAMN15286746,175100937,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8560380,GSM4621990,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621990,m5_Fear-Only,SRP267579
SRR12030425,RNA-Seq,200,719817000,PRJNA639859,SAMN15286744,215233444,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8560382,GSM4621992,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621992,m5_Fear-Only,SRP267579
SRR12030427,RNA-Seq,200,383746200,PRJNA639859,SAMN15286742,123111857,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8560384,GSM4621994,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621994,m5_Fear-Only,SRP267579
SRR12030429,RNA-Seq,200,164488800,PRJNA639859,SAMN15286740,51687696,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8560386,GSM4621996,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621996,m5_Fear-Only,SRP267579
SRR12030430,RNA-Seq,200,410521000,PRJNA639859,SAMN15286739,123667210,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX8560387,GSM4621997,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621997,m5_Fear-Only,SRP267579
SRR12030432,RNA-Seq,200,461107400,PRJNA639859,SAMN15286737,140077772,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX8560389,GSM4621999,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4621999,m5_Fear-Only,SRP267579
SRR12030434,RNA-Seq,200,318655400,PRJNA639859,SAMN15286735,97424512,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX8560391,GSM4622001,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622001,m5_Fear-Only,SRP267579
SRR12030435,RNA-Seq,200,117290000,PRJNA639859,SAMN15286734,35693362,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8560392,GSM4622002,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622002,m5_Fear-Only,SRP267579
SRR12030436,RNA-Seq,200,453722400,PRJNA639859,SAMN15286733,137216854,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8560393,GSM4622003,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622003,m5_Fear-Only,SRP267579
SRR12030437,RNA-Seq,200,368258200,PRJNA639859,SAMN15286732,109688967,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8560394,GSM4622004,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622004,m5_Fear-Only,SRP267579
SRR12030439,RNA-Seq,200,294752400,PRJNA639859,SAMN15286730,89051015,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8560530,GSM4622006,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622006,m5_Fear-Only,SRP267579
SRR12030440,RNA-Seq,200,634777600,PRJNA639859,SAMN15286729,192019703,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX8560531,GSM4622007,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622007,m5_Fear-Only,SRP267579
SRR12030442,RNA-Seq,200,665994600,PRJNA639859,SAMN15286727,203753931,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",SRX8560533,GSM4622009,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622009,m5_Fear-Only,SRP267579
SRR12030445,RNA-Seq,200,326214400,PRJNA639859,SAMN15286724,99188043,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX8560536,GSM4622012,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622012,m5_Fear-Only,SRP267579
SRR12030448,RNA-Seq,200,268153400,PRJNA639859,SAMN15286631,83234552,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX8560539,GSM4622015,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622015,m5_Fear-Only,SRP267579
SRR12030454,RNA-Seq,200,61892200,PRJNA639859,SAMN15286625,18891913,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8560545,GSM4622021,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622021,m5_Fear-Only,SRP267579
SRR12030456,RNA-Seq,200,218709200,PRJNA639859,SAMN15286623,65719534,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX8560547,GSM4622023,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622023,m5_Fear-Only,SRP267579
SRR12030458,RNA-Seq,200,63210800,PRJNA639859,SAMN15286621,19477877,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SRX8560549,GSM4622025,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622025,m5_Fear-Only,SRP267579
SRR12030459,RNA-Seq,200,151011200,PRJNA639859,SAMN15286620,45185885,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SRX8560550,GSM4622026,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622026,m5_Fear-Only,SRP267579
SRR12030461,RNA-Seq,200,212499400,PRJNA639859,SAMN15286618,63804185,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX8560552,GSM4622028,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622028,m5_Fear-Only,SRP267579
SRR12030462,RNA-Seq,200,489083000,PRJNA639859,SAMN15286617,148228815,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX8560553,GSM4622029,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622029,m5_Fear-Only,SRP267579
SRR12030464,RNA-Seq,200,411268200,PRJNA639859,SAMN15286615,124896190,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX8560555,GSM4622031,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622031,m5_Fear-Only,SRP267579
SRR12030466,RNA-Seq,200,439378600,PRJNA639859,SAMN15286613,133092192,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX8560557,GSM4622033,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622033,m5_Fear-Only,SRP267579
SRR12030467,RNA-Seq,200,925269600,PRJNA639859,SAMN15286612,290150880,Primary brain cells from muring mPFC,GEO,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX8560558,GSM4622034,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622034,m5_Fear-Only,SRP267579
SRR12030470,RNA-Seq,200,518282000,PRJNA639859,SAMN15286609,155737902,Primary brain cells from muring mPFC,GEO,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX8560561,GSM4622037,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-18T00:00:00Z,GSM4622037,m5_Fear-Only,SRP267579
