Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,strain
SRR4040815,12 weeks,RNA-Seq,64,21141120,PRJNA339170,SAMN05582384,11092172,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031926,GSM2282764,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282764,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040816,12 weeks,RNA-Seq,64,10647168,PRJNA339170,SAMN05582383,5644039,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031927,GSM2282765,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282765,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040817,12 weeks,RNA-Seq,64,30686976,PRJNA339170,SAMN05582382,16008598,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031928,GSM2282766,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282766,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040818,12 weeks,RNA-Seq,64,15501120,PRJNA339170,SAMN05582381,8090033,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031929,GSM2282767,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282767,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040819,12 weeks,RNA-Seq,64,19955776,PRJNA339170,SAMN05582380,10441294,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031930,GSM2282768,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282768,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040820,12 weeks,RNA-Seq,64,14769472,PRJNA339170,SAMN05582379,7745099,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031931,GSM2282769,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282769,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040821,12 weeks,RNA-Seq,64,7784896,PRJNA339170,SAMN05582378,4127565,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031932,GSM2282770,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282770,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040822,12 weeks,RNA-Seq,64,10540096,PRJNA339170,SAMN05582377,5550407,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031933,GSM2282771,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282771,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040823,12 weeks,RNA-Seq,64,25859904,PRJNA339170,SAMN05582376,13483201,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031934,GSM2282772,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282772,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040824,12 weeks,RNA-Seq,64,25960960,PRJNA339170,SAMN05582375,13492447,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031935,GSM2282773,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282773,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040825,12 weeks,RNA-Seq,64,19957312,PRJNA339170,SAMN05582049,10513535,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031936,GSM2282774,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282774,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040826,12 weeks,RNA-Seq,64,27756800,PRJNA339170,SAMN05582581,14462278,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031937,GSM2282775,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282775,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040827,12 weeks,RNA-Seq,64,9700736,PRJNA339170,SAMN05582580,5114075,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031938,GSM2282776,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282776,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040828,12 weeks,RNA-Seq,64,16108352,PRJNA339170,SAMN05582579,8510253,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031939,GSM2282777,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282777,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040829,12 weeks,RNA-Seq,64,21674304,PRJNA339170,SAMN05582576,11385990,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031940,GSM2282778,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282778,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040830,12 weeks,RNA-Seq,64,11986176,PRJNA339170,SAMN05582575,6562044,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031941,GSM2282779,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282779,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040831,12 weeks,RNA-Seq,64,26111488,PRJNA339170,SAMN05582574,13505411,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031942,GSM2282780,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282780,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040832,12 weeks,RNA-Seq,64,24211328,PRJNA339170,SAMN05582578,12443136,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031943,GSM2282781,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282781,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040833,12 weeks,RNA-Seq,64,16371648,PRJNA339170,SAMN05582577,8476021,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031944,GSM2282782,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282782,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040834,12 weeks,RNA-Seq,64,18585216,PRJNA339170,SAMN05582573,9642034,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031945,GSM2282783,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282783,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040835,12 weeks,RNA-Seq,64,28919744,PRJNA339170,SAMN05582572,14917962,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031946,GSM2282784,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282784,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040836,12 weeks,RNA-Seq,64,31719552,PRJNA339170,SAMN05582571,16359302,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031947,GSM2282785,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282785,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040837,12 weeks,RNA-Seq,64,27866176,PRJNA339170,SAMN05582570,14431720,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031948,GSM2282786,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282786,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040838,12 weeks,RNA-Seq,64,35935744,PRJNA339170,SAMN05582569,18497864,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031949,GSM2282787,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282787,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040839,12 weeks,RNA-Seq,64,17392704,PRJNA339170,SAMN05582568,8978060,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031950,GSM2282788,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282788,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040840,12 weeks,RNA-Seq,64,11246592,PRJNA339170,SAMN05582567,5850790,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031951,GSM2282789,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282789,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040841,12 weeks,RNA-Seq,64,8681600,PRJNA339170,SAMN05582566,5005010,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031952,GSM2282790,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282790,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040842,12 weeks,RNA-Seq,64,6743424,PRJNA339170,SAMN05582565,3692776,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031953,GSM2282791,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282791,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040843,4 weeks,RNA-Seq,63,39190028,PRJNA339170,SAMN05582564,19876252,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031954,GSM2282792,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282792,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040844,4 weeks,RNA-Seq,63,38021004,PRJNA339170,SAMN05582563,19230866,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031955,GSM2282793,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282793,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040845,4 weeks,RNA-Seq,63,47908060,PRJNA339170,SAMN05582562,24076638,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031956,GSM2282794,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282794,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040846,4 weeks,RNA-Seq,63,53747164,PRJNA339170,SAMN05582561,27269446,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031957,GSM2282795,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282795,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040847,4 weeks,RNA-Seq,63,33540072,PRJNA339170,SAMN05582560,16765916,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031958,GSM2282796,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282796,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040848,4 weeks,RNA-Seq,63,67019584,PRJNA339170,SAMN05582559,33730336,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031959,GSM2282797,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282797,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040849,4 weeks,RNA-Seq,63,24208816,PRJNA339170,SAMN05582558,12204401,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031960,GSM2282798,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282798,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040850,4 weeks,RNA-Seq,63,49198432,PRJNA339170,SAMN05582557,24667241,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031961,GSM2282799,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282799,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040851,4 weeks,RNA-Seq,63,43347200,PRJNA339170,SAMN05582556,21817334,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031962,GSM2282800,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282800,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040852,4 weeks,RNA-Seq,63,49234884,PRJNA339170,SAMN05582555,24836014,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031963,GSM2282801,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282801,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040853,4 weeks,RNA-Seq,63,63804280,PRJNA339170,SAMN05582554,32014015,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031964,GSM2282802,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282802,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040854,4 weeks,RNA-Seq,63,60472740,PRJNA339170,SAMN05582553,30485610,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031965,GSM2282803,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282803,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040855,4 weeks,RNA-Seq,63,41349048,PRJNA339170,SAMN05582830,21109450,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031966,GSM2282804,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282804,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040856,4 weeks,RNA-Seq,63,25182500,PRJNA339170,SAMN05582829,13083418,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031967,GSM2282805,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282805,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040857,4 weeks,RNA-Seq,63,59380196,PRJNA339170,SAMN05582828,29254749,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031968,GSM2282806,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282806,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040858,4 weeks,RNA-Seq,63,49277960,PRJNA339170,SAMN05582827,24695463,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031969,GSM2282807,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282807,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040859,4 weeks,RNA-Seq,63,59509660,PRJNA339170,SAMN05582823,29681013,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031970,GSM2282808,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282808,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040860,4 weeks,RNA-Seq,63,49828344,PRJNA339170,SAMN05582822,24943946,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031971,GSM2282809,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282809,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040861,4 weeks,RNA-Seq,63,31259604,PRJNA339170,SAMN05582821,16027312,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031972,GSM2282810,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282810,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040862,4 weeks,RNA-Seq,63,28165268,PRJNA339170,SAMN05582826,14195885,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031973,GSM2282811,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282811,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040863,4 weeks,RNA-Seq,63,48448272,PRJNA339170,SAMN05582825,24347607,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031974,GSM2282812,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282812,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040864,4 weeks,RNA-Seq,63,39540256,PRJNA339170,SAMN05582824,19984075,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031975,GSM2282813,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282813,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040865,4 weeks,RNA-Seq,63,50367344,PRJNA339170,SAMN05582820,25211974,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031976,GSM2282814,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282814,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040866,4 weeks,RNA-Seq,63,41809192,PRJNA339170,SAMN05582819,21626123,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031977,GSM2282815,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282815,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040867,4 weeks,RNA-Seq,63,32457452,PRJNA339170,SAMN05582818,16952362,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031978,GSM2282816,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282816,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040868,4 weeks,RNA-Seq,63,45664276,PRJNA339170,SAMN05582817,22818657,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031979,GSM2282817,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282817,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040869,4 weeks,RNA-Seq,63,47069752,PRJNA339170,SAMN05582816,23596713,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031980,GSM2282818,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282818,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040870,4 weeks,RNA-Seq,63,47748552,PRJNA339170,SAMN05582815,23975513,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031981,GSM2282819,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282819,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040871,4 weeks,RNA-Seq,63,39051040,PRJNA339170,SAMN05582814,19323340,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031982,GSM2282820,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282820,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040872,4 weeks,RNA-Seq,63,51760168,PRJNA339170,SAMN05582813,25572636,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031983,GSM2282821,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282821,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040873,4 weeks,RNA-Seq,63,20842240,PRJNA339170,SAMN05582812,11020479,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031984,GSM2282822,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282822,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040874,4 weeks,RNA-Seq,63,35159696,PRJNA339170,SAMN05582811,18515487,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031985,GSM2282823,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282823,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040875,4 weeks,RNA-Seq,63,57284688,PRJNA339170,SAMN05582810,28493611,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031986,GSM2282824,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282824,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040876,4 weeks,RNA-Seq,63,52202736,PRJNA339170,SAMN05582809,26027585,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031987,GSM2282825,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282825,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040877,4 weeks,RNA-Seq,63,57509848,PRJNA339170,SAMN05582808,28577281,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031988,GSM2282826,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282826,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040878,4 weeks,RNA-Seq,64,78443968,PRJNA339170,SAMN05582807,41141524,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031989,GSM2282827,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282827,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040879,4 weeks,RNA-Seq,64,53084416,PRJNA339170,SAMN05582806,27812938,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031990,GSM2282828,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282828,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040880,4 weeks,RNA-Seq,64,63317760,PRJNA339170,SAMN05582805,33164181,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031991,GSM2282829,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282829,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040881,4 weeks,RNA-Seq,64,54180736,PRJNA339170,SAMN05582804,28488713,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031992,GSM2282830,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282830,Mouse Hippocampus region,SRP082327,C57BL/6
SRR4040882,4 weeks,RNA-Seq,64,39193472,PRJNA339170,SAMN05582803,20650811,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2031993,GSM2282831,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2016-08-22T00:00:00Z,GSM2282831,Mouse Hippocampus region,SRP082327,C57BL/6
