Accession,Title,Cellgroup,ArcStatus,FosStatus,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2609610,242_HC_N_Th,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791973,SRX2791973,Fred H Gage,27-Jul-18
GSM2609611,243_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791974,SRX2791974,Fred H Gage,27-Jul-18
GSM2609612,244_HC_N_Th,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791975,SRX2791975,Fred H Gage,27-Jul-18
GSM2609613,245_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791976,SRX2791976,Fred H Gage,27-Jul-18
GSM2609614,246_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791977,SRX2791977,Fred H Gage,27-Jul-18
GSM2609615,247_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791978,SRX2791978,Fred H Gage,27-Jul-18
GSM2609616,248_HC_N_Th,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791979,SRX2791979,Fred H Gage,27-Jul-18
GSM2609617,249_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791980,SRX2791980,Fred H Gage,27-Jul-18
GSM2609618,250_HC_N_Th,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791981,SRX2791981,Fred H Gage,27-Jul-18
GSM2609619,251_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791982,SRX2791982,Fred H Gage,27-Jul-18
GSM2609620,252_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791983,SRX2791983,Fred H Gage,27-Jul-18
GSM2609621,253_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791984,SRX2791984,Fred H Gage,27-Jul-18
GSM2609622,254_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791985,SRX2791985,Fred H Gage,27-Jul-18
GSM2609623,255_HC_N_Ivy,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791986,SRX2791986,Fred H Gage,27-Jul-18
GSM2609624,256_HC_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791987,SRX2791987,Fred H Gage,27-Jul-18
GSM2609625,257_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791988,SRX2791988,Fred H Gage,27-Jul-18
GSM2609626,258_1hr_N_Ivy,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791989,SRX2791989,Fred H Gage,27-Jul-18
GSM2609627,259_1hr_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791990,SRX2791990,Fred H Gage,27-Jul-18
GSM2609628,260_1hr_N_Ivy,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791991,SRX2791991,Fred H Gage,27-Jul-18
GSM2609629,261_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791992,SRX2791992,Fred H Gage,27-Jul-18
GSM2609630,262_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791993,SRX2791993,Fred H Gage,27-Jul-18
GSM2609631,263_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791994,SRX2791994,Fred H Gage,27-Jul-18
GSM2609632,264_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791995,SRX2791995,Fred H Gage,27-Jul-18
GSM2609633,265_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791996,SRX2791996,Fred H Gage,27-Jul-18
GSM2609634,266_1hr_N_Th,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791997,SRX2791997,Fred H Gage,27-Jul-18
GSM2609635,267_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791998,SRX2791998,Fred H Gage,27-Jul-18
GSM2609636,268_1hr_N_Ivy,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2791999,SRX2791999,Fred H Gage,27-Jul-18
GSM2609637,269_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792000,SRX2792000,Fred H Gage,27-Jul-18
GSM2609638,270_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792001,SRX2792001,Fred H Gage,27-Jul-18
GSM2609639,271_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792002,SRX2792002,Fred H Gage,27-Jul-18
GSM2609640,272_1hr_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792003,SRX2792003,Fred H Gage,27-Jul-18
GSM2609641,273_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792004,SRX2792004,Fred H Gage,27-Jul-18
GSM2609642,274_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792005,SRX2792005,Fred H Gage,27-Jul-18
GSM2609643,275_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792006,SRX2792006,Fred H Gage,27-Jul-18
GSM2609644,276_1hr_F_Th,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792007,SRX2792007,Fred H Gage,27-Jul-18
GSM2609645,277_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792008,SRX2792008,Fred H Gage,27-Jul-18
GSM2609646,278_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792009,SRX2792009,Fred H Gage,27-Jul-18
GSM2609647,279_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792010,SRX2792010,Fred H Gage,27-Jul-18
GSM2609648,280_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792011,SRX2792011,Fred H Gage,27-Jul-18
GSM2609649,281_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792012,SRX2792012,Fred H Gage,27-Jul-18
GSM2609650,282_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792013,SRX2792013,Fred H Gage,27-Jul-18
GSM2609651,283_1hr_F_Ivy,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792014,SRX2792014,Fred H Gage,27-Jul-18
GSM2609652,284_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792015,SRX2792015,Fred H Gage,27-Jul-18
GSM2609653,285_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792016,SRX2792016,Fred H Gage,27-Jul-18
GSM2609654,286_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792017,SRX2792017,Fred H Gage,27-Jul-18
GSM2609655,287_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792018,SRX2792018,Fred H Gage,27-Jul-18
GSM2609656,288_1hr_F_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792019,SRX2792019,Fred H Gage,27-Jul-18
GSM2609657,289_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792020,SRX2792020,Fred H Gage,27-Jul-18
GSM2609658,290_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792021,SRX2792021,Fred H Gage,27-Jul-18
GSM2609659,291_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792022,SRX2792022,Fred H Gage,27-Jul-18
GSM2609660,292_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792023,SRX2792023,Fred H Gage,27-Jul-18
GSM2609661,293_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792024,SRX2792024,Fred H Gage,27-Jul-18
GSM2609662,294_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792025,SRX2792025,Fred H Gage,27-Jul-18
GSM2609663,295_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792026,SRX2792026,Fred H Gage,27-Jul-18
GSM2609664,296_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792027,SRX2792027,Fred H Gage,27-Jul-18
GSM2609665,297_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792028,SRX2792028,Fred H Gage,27-Jul-18
GSM2609666,298_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792029,SRX2792029,Fred H Gage,27-Jul-18
GSM2609667,299_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792030,SRX2792030,Fred H Gage,27-Jul-18
GSM2609668,300_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792031,SRX2792031,Fred H Gage,27-Jul-18
GSM2609669,301_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792032,SRX2792032,Fred H Gage,27-Jul-18
GSM2609670,302_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792033,SRX2792033,Fred H Gage,27-Jul-18
GSM2609671,303_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792034,SRX2792034,Fred H Gage,27-Jul-18
GSM2609672,304_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792035,SRX2792035,Fred H Gage,27-Jul-18
GSM2609673,305_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792036,SRX2792036,Fred H Gage,27-Jul-18
GSM2609674,306_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792037,SRX2792037,Fred H Gage,27-Jul-18
GSM2609675,307_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792038,SRX2792038,Fred H Gage,27-Jul-18
GSM2609676,308_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792039,SRX2792039,Fred H Gage,27-Jul-18
GSM2609677,309_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792040,SRX2792040,Fred H Gage,27-Jul-18
GSM2609678,310_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792041,SRX2792041,Fred H Gage,27-Jul-18
GSM2609679,311_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792042,SRX2792042,Fred H Gage,27-Jul-18
GSM2609680,312_HC_N_DG,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792043,SRX2792043,Fred H Gage,27-Jul-18
GSM2609681,313_HC_N_VIP,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792044,SRX2792044,Fred H Gage,27-Jul-18
GSM2609682,314_HC_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792045,SRX2792045,Fred H Gage,27-Jul-18
GSM2609683,315_HC_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792046,SRX2792046,Fred H Gage,27-Jul-18
GSM2609684,316_HC_N_Ivy,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792047,SRX2792047,Fred H Gage,27-Jul-18
GSM2609685,317_HC_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792048,SRX2792048,Fred H Gage,27-Jul-18
GSM2609686,318_HC_N_Pvalb,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792049,SRX2792049,Fred H Gage,27-Jul-18
GSM2609687,319_HC_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792050,SRX2792050,Fred H Gage,27-Jul-18
GSM2609688,320_HC_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792051,SRX2792051,Fred H Gage,27-Jul-18
GSM2609689,321_HC_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792052,SRX2792052,Fred H Gage,27-Jul-18
GSM2609690,322_HC_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792053,SRX2792053,Fred H Gage,27-Jul-18
GSM2609691,323_HC_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792054,SRX2792054,Fred H Gage,27-Jul-18
GSM2609692,324_HC_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792055,SRX2792055,Fred H Gage,27-Jul-18
GSM2609693,325_HC_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792056,SRX2792056,Fred H Gage,27-Jul-18
GSM2609694,326_HC_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792057,SRX2792057,Fred H Gage,27-Jul-18
GSM2609695,327_HC_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792058,SRX2792058,Fred H Gage,27-Jul-18
GSM2609696,328_HC_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792059,SRX2792059,Fred H Gage,27-Jul-18
GSM2609697,329_1hr_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792060,SRX2792060,Fred H Gage,27-Jul-18
GSM2609698,330_1hr_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792061,SRX2792061,Fred H Gage,27-Jul-18
GSM2609699,331_1hr_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792062,SRX2792062,Fred H Gage,27-Jul-18
GSM2609700,332_1hr_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792063,SRX2792063,Fred H Gage,27-Jul-18
GSM2609701,333_1hr_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792064,SRX2792064,Fred H Gage,27-Jul-18
GSM2609702,334_1hr_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792065,SRX2792065,Fred H Gage,27-Jul-18
GSM2609703,335_1hr_N_Pvalb,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792066,SRX2792066,Fred H Gage,27-Jul-18
GSM2609704,336_1hr_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792067,SRX2792067,Fred H Gage,27-Jul-18
GSM2609705,337_1hr_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792068,SRX2792068,Fred H Gage,27-Jul-18
GSM2609706,338_1hr_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792069,SRX2792069,Fred H Gage,27-Jul-18
GSM2609707,339_1hr_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792070,SRX2792070,Fred H Gage,27-Jul-18
GSM2609708,340_1hr_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792071,SRX2792071,Fred H Gage,27-Jul-18
GSM2609709,341_1hr_N_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792072,SRX2792072,Fred H Gage,27-Jul-18
GSM2609710,342_1hr_N_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792073,SRX2792073,Fred H Gage,27-Jul-18
GSM2609711,343_1hr_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792074,SRX2792074,Fred H Gage,27-Jul-18
GSM2609712,344_1hr_N_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792075,SRX2792075,Fred H Gage,27-Jul-18
GSM2609713,345_1hr_F_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792076,SRX2792076,Fred H Gage,27-Jul-18
GSM2609714,346_1hr_F_Pvalb,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792077,SRX2792077,Fred H Gage,27-Jul-18
GSM2609715,347_1hr_F_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792078,SRX2792078,Fred H Gage,27-Jul-18
GSM2609716,348_1hr_F_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792079,SRX2792079,Fred H Gage,27-Jul-18
GSM2609717,349_1hr_F_Pvalb,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792080,SRX2792080,Fred H Gage,27-Jul-18
GSM2609718,350_1hr_F_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792081,SRX2792081,Fred H Gage,27-Jul-18
GSM2609719,351_1hr_F_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792082,SRX2792082,Fred H Gage,27-Jul-18
GSM2609720,352_1hr_F_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792083,SRX2792083,Fred H Gage,27-Jul-18
GSM2609721,353_1hr_F_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792084,SRX2792084,Fred H Gage,27-Jul-18
GSM2609722,354_1hr_F_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792085,SRX2792085,Fred H Gage,27-Jul-18
GSM2609723,355_1hr_F_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792086,SRX2792086,Fred H Gage,27-Jul-18
GSM2609724,356_1hr_F_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792087,SRX2792087,Fred H Gage,27-Jul-18
GSM2609725,357_1hr_F_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792088,SRX2792088,Fred H Gage,27-Jul-18
GSM2609726,358_1hr_F_Sub,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792089,SRX2792089,Fred H Gage,27-Jul-18
GSM2609727,359_1hr_F_CA3,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792090,SRX2792090,Fred H Gage,27-Jul-18
GSM2609728,360_1hr_F_CA1,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX2792091,SRX2792091,Fred H Gage,27-Jul-18
GSM3308862,X160512_01,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476297,SRX4476297,Fred H Gage,27-Jul-18
GSM3308863,X160512_02,,,,SRA,Mus musculus,1,GPL17021,GSE98679,SRA Run Selector,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX4476298,SRX4476298,Fred H Gage,27-Jul-18
