Run,AGE,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Condition,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sex,source_name,SRA Study,strain,Cell_type,Antibody,antibody_vendor/catalog
SRR2922293,3 months old,MeDIP-Seq,GCF_000001635.20,50,1695504100,PRJNA302061,SAMN04263714,629743386,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430210,GSM1939187,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939187,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922294,3 months old,MeDIP-Seq,GCF_000001635.20,50,1366783250,PRJNA302061,SAMN04263715,512027047,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430211,GSM1939188,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939188,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922295,3 months old,MeDIP-Seq,GCF_000001635.20,50,1677050050,PRJNA302061,SAMN04263716,644362529,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430212,GSM1939189,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939189,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922296,3 months old,MeDIP-Seq,GCF_000001635.20,50,1333610000,PRJNA302061,SAMN04263717,510847536,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430213,GSM1939190,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939190,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922297,3 months old,MeDIP-Seq,GCF_000001635.20,50,1628344600,PRJNA302061,SAMN04263711,617371589,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430214,GSM1939191,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939191,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922298,3 months old,MeDIP-Seq,GCF_000001635.20,50,1194734050,PRJNA302061,SAMN04263712,457970938,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430215,GSM1939192,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939192,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922299,3 months old,MeDIP-Seq,GCF_000001635.20,50,1793575800,PRJNA302061,SAMN04263718,693588974,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430216,GSM1939193,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939193,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922300,3 months old,MeDIP-Seq,GCF_000001635.20,50,1615433300,PRJNA302061,SAMN04263719,624158848,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430217,GSM1939194,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939194,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922301,3 months old,MeDIP-Seq,GCF_000001635.20,50,1408553200,PRJNA302061,SAMN04263720,524570019,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430218,GSM1939195,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939195,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922302,3 months old,MeDIP-Seq,GCF_000001635.20,50,1662953550,PRJNA302061,SAMN04263721,617907513,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430219,GSM1939196,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939196,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922303,3 months old,MeDIP-Seq,GCF_000001635.20,50,3245021950,PRJNA302061,SAMN04263722,1259452174,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430220,GSM1939197,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939197,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922304,3 months old,MeDIP-Seq,GCF_000001635.20,50,1690399400,PRJNA302061,SAMN04263723,642930794,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430221,GSM1939198,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939198,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922305,3 months old,MeDIP-Seq,GCF_000001635.20,50,1349085450,PRJNA302061,SAMN04263724,535120305,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430222,GSM1939199,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939199,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922306,3 months old,MeDIP-Seq,GCF_000001635.20,50,1293473350,PRJNA302061,SAMN04263725,516674826,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430223,GSM1939200,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939200,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922307,3 months old,MeDIP-Seq,GCF_000001635.20,50,1637992400,PRJNA302061,SAMN04263726,644539196,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430224,GSM1939201,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939201,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922308,3 months old,MeDIP-Seq,GCF_000001635.20,50,1616360400,PRJNA302061,SAMN04263727,638859052,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430225,GSM1939202,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939202,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922309,3 months old,MeDIP-Seq,GCF_000001635.20,50,1590673200,PRJNA302061,SAMN04263728,657648847,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430226,GSM1939203,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939203,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922310,3 months old,MeDIP-Seq,GCF_000001635.20,50,1564790800,PRJNA302061,SAMN04263729,647114794,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430227,GSM1939204,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939204,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922311,3 months old,MeDIP-Seq,GCF_000001635.20,50,1817512250,PRJNA302061,SAMN04263730,750922801,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430228,GSM1939205,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939205,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922312,3 months old,MeDIP-Seq,GCF_000001635.20,50,1836473850,PRJNA302061,SAMN04263731,755493819,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430229,GSM1939206,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939206,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922313,3 months old,MeDIP-Seq,GCF_000001635.20,50,1859303650,PRJNA302061,SAMN04263732,752223534,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430230,GSM1939207,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939207,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922314,3 months old,MeDIP-Seq,GCF_000001635.20,50,1941545500,PRJNA302061,SAMN04263733,782450558,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430231,GSM1939208,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939208,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922315,3 months old,MeDIP-Seq,GCF_000001635.20,50,1901114450,PRJNA302061,SAMN04263734,754645272,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430232,GSM1939209,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939209,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922316,3 months old,MeDIP-Seq,GCF_000001635.20,50,1858867700,PRJNA302061,SAMN04263735,740970364,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430233,GSM1939210,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939210,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922317,3 months old,MeDIP-Seq,GCF_000001635.20,50,1506562900,PRJNA302061,SAMN04263736,561915126,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430234,GSM1939211,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939211,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922318,3 months old,MeDIP-Seq,GCF_000001635.20,50,1584281200,PRJNA302061,SAMN04263737,595436377,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430235,GSM1939212,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939212,male,Anterior Cingulate cortex,SRP066126,C56BL/6,neuron,,
SRR2922319,3 months old,MeDIP-Seq,GCF_000001635.20,50,1465930650,PRJNA302061,SAMN04263738,565420179,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430236,GSM1939213,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939213,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922320,3 months old,MeDIP-Seq,GCF_000001635.20,50,1774681150,PRJNA302061,SAMN04263739,680754182,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430237,GSM1939214,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939214,male,Anterior Cingulate cortex,SRP066126,C56BL/6,non neuron,,
SRR2922321,3 months old,MeDIP-Seq,GCF_000001635.20,50,1701153900,PRJNA302061,SAMN04263740,642894640,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430238,GSM1939215,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939215,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922322,3 months old,MeDIP-Seq,GCF_000001635.20,50,1361791000,PRJNA302061,SAMN04263741,520966213,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430239,GSM1939216,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939216,male,hippocampal CA1,SRP066126,C56BL/6,neuron,,
SRR2922323,3 months old,MeDIP-Seq,GCF_000001635.20,50,1664694700,PRJNA302061,SAMN04263742,634550658,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430240,GSM1939217,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939217,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922324,3 months old,MeDIP-Seq,GCF_000001635.20,50,1568214600,PRJNA302061,SAMN04263743,594728571,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430241,GSM1939218,Illumina HiSeq 2000,SINGLE,5-methylcytidine antibody,GENOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939218,male,hippocampal CA1,SRP066126,C56BL/6,non neuron,,
SRR2922325,3 months old,RNA-Seq,GCF_000001635.20,50,1552762350,PRJNA302064,SAMN04263834,542406720,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430242,GSM1939219,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939219,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922326,3 months old,RNA-Seq,GCF_000001635.20,50,1281781500,PRJNA302064,SAMN04263835,442814180,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430243,GSM1939220,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939220,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922327,3 months old,RNA-Seq,GCF_000001635.20,50,1120984100,PRJNA302064,SAMN04263836,395074417,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430244,GSM1939221,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939221,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922328,3 months old,RNA-Seq,GCF_000001635.20,50,1279686000,PRJNA302064,SAMN04263837,451006420,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430245,GSM1939222,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939222,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922329,3 months old,RNA-Seq,GCF_000001635.20,50,1353091900,PRJNA302064,SAMN04263838,470064215,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430246,GSM1939223,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939223,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922330,3 months old,RNA-Seq,GCF_000001635.20,50,1010910300,PRJNA302064,SAMN04263839,365033494,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430247,GSM1939224,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939224,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922331,3 months old,RNA-Seq,GCF_000001635.20,50,1064324550,PRJNA302064,SAMN04263840,378536176,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430248,GSM1939225,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939225,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922332,3 months old,RNA-Seq,GCF_000001635.20,50,1308615500,PRJNA302064,SAMN04263841,466035452,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430249,GSM1939226,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939226,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922333,3 months old,RNA-Seq,GCF_000001635.20,50,1576765000,PRJNA302064,SAMN04263842,562545156,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430250,GSM1939227,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939227,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922334,3 months old,RNA-Seq,GCF_000001635.20,50,1160279000,PRJNA302064,SAMN04263843,414694093,GEO,naive,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430251,GSM1939228,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939228,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922335,3 months old,RNA-Seq,GCF_000001635.20,50,1005935700,PRJNA302064,SAMN04263844,361910653,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430252,GSM1939229,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939229,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922336,3 months old,RNA-Seq,GCF_000001635.20,50,942844050,PRJNA302064,SAMN04263845,338932445,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430253,GSM1939230,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939230,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922337,3 months old,RNA-Seq,GCF_000001635.20,50,1263222750,PRJNA302064,SAMN04263846,448426939,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430254,GSM1939231,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939231,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922338,3 months old,RNA-Seq,GCF_000001635.20,50,1282874750,PRJNA302064,SAMN04263847,447837804,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430255,GSM1939232,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939232,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922339,3 months old,RNA-Seq,GCF_000001635.20,50,1193402150,PRJNA302064,SAMN04263848,420364043,GEO,context 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430256,GSM1939233,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939233,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922340,3 months old,RNA-Seq,GCF_000001635.20,50,1488189650,PRJNA302064,SAMN04263849,570011295,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430257,GSM1939234,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939234,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922341,3 months old,RNA-Seq,GCF_000001635.20,50,1058670900,PRJNA302064,SAMN04263850,347135063,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430258,GSM1939235,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939235,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922342,3 months old,RNA-Seq,GCF_000001635.20,50,1581416450,PRJNA302064,SAMN04263851,602959916,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430259,GSM1939236,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939236,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922343,3 months old,RNA-Seq,GCF_000001635.20,50,1179498550,PRJNA302064,SAMN04263852,450620246,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430260,GSM1939237,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939237,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922344,3 months old,RNA-Seq,GCF_000001635.20,50,1005243150,PRJNA302064,SAMN04263853,329478977,GEO,context 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430261,GSM1939238,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939238,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922345,3 months old,RNA-Seq,GCF_000001635.20,50,934608900,PRJNA302064,SAMN04263854,333687822,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430262,GSM1939239,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939239,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922346,3 months old,RNA-Seq,GCF_000001635.20,50,1346590200,PRJNA302064,SAMN04263855,478811928,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430263,GSM1939240,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939240,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922347,3 months old,RNA-Seq,GCF_000001635.20,50,933285450,PRJNA302064,SAMN04263856,333823837,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430264,GSM1939241,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939241,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922348,3 months old,RNA-Seq,GCF_000001635.20,50,1515619000,PRJNA302064,SAMN04263857,540694278,GEO,shock 1h,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430265,GSM1939242,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939242,male,hippocampal CA1,SRP066127,C56BL/6,,,
SRR2922349,3 months old,RNA-Seq,GCF_000001635.20,50,1511917550,PRJNA302064,SAMN04263858,521742829,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430266,GSM1939243,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939243,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922350,3 months old,RNA-Seq,GCF_000001635.20,50,1223970550,PRJNA302064,SAMN04263859,427364239,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430267,GSM1939244,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939244,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922351,3 months old,RNA-Seq,GCF_000001635.20,50,1135885100,PRJNA302064,SAMN04263860,393369057,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430268,GSM1939245,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939245,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
SRR2922352,3 months old,RNA-Seq,GCF_000001635.20,50,1193087250,PRJNA302064,SAMN04263861,415570486,GEO,shock 4w,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1430269,GSM1939246,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2015-11-24T00:00:00Z,GSM1939246,male,Anterior Cingulate Cortex,SRP066127,C56BL/6,,,
